equipment_id,equipment_eq_id,equipment_name,department,wo_id,date_notified,urgency,problem,status,material_cost,labor_time,work_performed_by,downtime_hours,completed_datetime,comments,attachments
36,EQ ID 36,Air compressor 75 HP,Maintenance,16177,06/20/2025,2. General Maint - High Priority,The oil gage is not working,Closed and Completed,300,0.3,Max,0,06/21/2025 10:00 AM,Maksim Bushka - 06/21/25  9:17:41 AM: Replaced the oil gage,"[{""name"": ""23.jpg"", ""url"": ""https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/784?guid=a5e73efa-bd68-4a38-b9ea-6b143e933d12""}, {""name"": ""27.jpg"", ""url"": ""https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/785?guid=a5e73efa-bd68-4a38-b9ea-6b143e933d12""}, {""name"": ""26.jpg"", ""url"": ""https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/786?guid=a5e73efa-bd68-4a38-b9ea-6b143e933d12""}, {""name"": ""24.jpg"", ""url"": ""https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/787?guid=a5e73efa-bd68-4a38-b9ea-6b143e933d12""}, {""name"": ""25.jpg"", ""url"": ""https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/788?guid=a5e73efa-bd68-4a38-b9ea-6b143e933d12""}]"
5377,EQ ID 5377,40HP Oil-injected Screw Air Compressor,Maintenance,19827,,,,,,,,,,,[]
5240,EQ ID 5240,2nd Floor Patio,Maintenance,8100,,,,,,,,,,,[]
5239,EQ ID 5239,AC VAV Valves,Maintenance,7304,,,,,,,,,,,[]
5239,EQ ID 5239,AC VAV Valves,Maintenance,11515,,,,,,,,,,,[]
5212,EQ ID 5212,Exhaust #6 First floor line 5 glue fumes exhaust,Maintenance,5169,,,,,,,,,,,[]
5185,EQ ID 5185,Rear yard lot,Maintenance,3126,,,,,,,,,,,[]
5185,EQ ID 5185,Rear yard lot,Maintenance,6366,,,,,,,,,,,[]
5185,EQ ID 5185,Rear yard lot,Maintenance,13896,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,2197,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,2222,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,2273,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,2471,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,3901,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,3902,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,6605,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,8103,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,12482,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,12736,,,,,,,,,,,[]
5165,EQ ID 5165,ET water Controller Gen 4 and watering irrigation for outside plants,Maintenance,14820,,,,,,,,,,,[]
2133,EQ ID 2133,Fire Alarm Panel,Maintenance,5846,,,,,,,,,,,[]
2133,EQ ID 2133,Fire Alarm Panel,Maintenance,6846,,,,,,,,,,,[]
2133,EQ ID 2133,Fire Alarm Panel,Maintenance,6903,,,,,,,,,,,[]
2133,EQ ID 2133,Fire Alarm Panel,Maintenance,6964,,,,,,,,,,,[]
2133,EQ ID 2133,Fire Alarm Panel,Maintenance,7398,,,,,,,,,,,[]
2133,EQ ID 2133,Fire Alarm Panel,Maintenance,7400,,,,,,,,,,,[]
2133,EQ ID 2133,Fire Alarm Panel,Maintenance,12684,,,,,,,,,,,[]
2136,EQ ID 2136,Service kart,Maintenance,2365,,,,,,,,,,,[]
1926,EQ ID 1926,Exit Doors,Maintenance,3064,,,,,,,,,,,[]
1926,EQ ID 1926,Exit Doors,Maintenance,12574,,,,,,,,,,,[]
1943,EQ ID 1943,Door alarm trasmitter,Maintenance,9516,,,,,,,,,,,[]
1976,EQ ID 1976,Toilets all floors,Maintenance,1703,,,,,,,,,,,[]
1976,EQ ID 1976,Toilets all floors,Maintenance,1745,,,,,,,,,,,[]
1976,EQ ID 1976,Toilets all floors,Maintenance,11784,,,,,,,,,,,[]
7,EQ ID 7,"Truck, Pick-Up",Maintenance,2169,,,,,,,,,,,[]
11,EQ ID 11,Platform Lift (Hunterlift),Maintenance,1826,,,,,,,,,,,[]
1452,EQ ID 1452,GMC Flat bed truck,Maintenance,2074,,,,,,,,,,,[]
1882,EQ ID 1882,Water faucets outside the restrooms 1 and 2nd floors,Maintenance,19031,,,,,,,,,,,[]
1515,EQ ID 1515,2016 Hyundai elantra,Maintenance,2223,,,,,,,,,,,[]
1515,EQ ID 1515,2016 Hyundai elantra,Maintenance,2290,,,,,,,,,,,[]
1515,EQ ID 1515,2016 Hyundai elantra,Maintenance,2408,,,,,,,,,,,[]
1515,EQ ID 1515,2016 Hyundai elantra,Maintenance,2432,,,,,,,,,,,[]
1515,EQ ID 1515,2016 Hyundai elantra,Maintenance,7086,,,,,,,,,,,[]
1523,EQ ID 1523,South wall Fire riser system #1 controls warehouse & level 2 offices,Maintenance,7399,,,,,,,,,,,[]
1594,EQ ID 1594,Lunchroom Filters across from Sandy's office under sink,Maintenance,11391,,,,,,,,,,,[]
1607,EQ ID 1607,Scotsman ice maker Shipping lunchroom,Maintenance,1040,,,,,,,,,,,[]
1607,EQ ID 1607,Scotsman ice maker Shipping lunchroom,Maintenance,1089,,,,,,,,,,,[]
1607,EQ ID 1607,Scotsman ice maker Shipping lunchroom,Maintenance,12601,,,,,,,,,,,[]
1607,EQ ID 1607,Scotsman ice maker Shipping lunchroom,Maintenance,16348,,,,,,,,,,,[]
1608,EQ ID 1608,Scotsman ice maker Executive lunchroom,Maintenance,1667,,,,,,,,,,,[]
1608,EQ ID 1608,Scotsman ice maker Executive lunchroom,Maintenance,2390,,,,,,,,,,,[]
1608,EQ ID 1608,Scotsman ice maker Executive lunchroom,Maintenance,6224,,,,,,,,,,,[]
1608,EQ ID 1608,Scotsman ice maker Executive lunchroom,Maintenance,7251,,,,,,,,,,,[]
1609,EQ ID 1609,Scotsman ice maker Main lunchroom 2nd floor,Maintenance,4841,,,,,,,,,,,[]
1609,EQ ID 1609,Scotsman ice maker Main lunchroom 2nd floor,Maintenance,12585,,,,,,,,,,,[]
1609,EQ ID 1609,Scotsman ice maker Main lunchroom 2nd floor,Maintenance,12718,,,,,,,,,,,[]
1609,EQ ID 1609,Scotsman ice maker Main lunchroom 2nd floor,Maintenance,18991,,,,,,,,,,,[]
1609,EQ ID 1609,Scotsman ice maker Main lunchroom 2nd floor,Maintenance,19278,,,,,,,,,,,[]
1609,EQ ID 1609,Scotsman ice maker Main lunchroom 2nd floor,Maintenance,19387,,,,,,,,,,,[]
1609,EQ ID 1609,Scotsman ice maker Main lunchroom 2nd floor,Maintenance,19479,,,,,,,,,,,[]
1615,EQ ID 1615,Urinals HYB-7000,Maintenance,12453,,,,,,,,,,,[]
1618,EQ ID 1618,Storm drain location South west shipping Exit,Maintenance,1950,,,,,,,,,,,[]
1619,EQ ID 1619,Storm drain Location south east next to shipping elevator,Maintenance,1949,,,,,,,,,,,[]
1620,EQ ID 1620,Storm drain Location near Dust colletor,Maintenance,1948,,,,,,,,,,,[]
1698,EQ ID 1698,Exterior up lights and Ballard's,Maintenance,1288,,,,,,,,,,,[]
1699,EQ ID 1699,Exterior Man door lights,Maintenance,1838,,,,,,,,,,,[]
1701,EQ ID 1701,Exterior parking structure lights,Maintenance,2935,,,,,,,,,,,[]
1701,EQ ID 1701,Exterior parking structure lights,Maintenance,10637,,,,,,,,,,,[]
1802,EQ ID 1802,Solar panels,Maintenance,1043,,,,,,,,,,,[]
1802,EQ ID 1802,Solar panels,Maintenance,16858,,,,,,,,,,,[]
1802,EQ ID 1802,Solar panels,Maintenance,16913,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1090,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1165,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1246,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1268,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1566,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1793,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1895,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,1964,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,2056,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,2099,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,2117,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,2443,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,2937,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3214,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3252,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3253,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3254,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3309,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3310,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3678,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3812,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3832,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3843,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3824,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4043,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4072,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4119,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,3846,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4274,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4249,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4430,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4641,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4773,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4774,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4265,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4890,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4944,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,5086,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,5529,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,5591,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,4588,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,6127,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,6166,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,6192,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,6627,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,6923,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,7043,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,8094,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,7303,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,7361,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,7983,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,8002,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,8027,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,8031,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,8060,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,9371,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,9665,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,9649,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10071,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10194,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10253,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10442,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10478,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10620,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10636,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,9363,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10964,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,10981,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,11385,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,11492,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12161,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12483,,,,,,,,,,,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12559,07/29/2024,2. General Maint - High Priority,Night janitor reported two sinks leaking water from the top need to repair .Location one on 2nd floor the other is on the first floor,Closed and Completed,0,0.35,PU,0,07/29/2024 12:00 AM,"Primo Uy - 07/29/24  9:15:52 AM: MD and I verify each sink, i did the 1st floor while MD did the 2nd floor, on the 1st floor the sink closer to the woman bathroom was dripping water from the countertop. I check all the connector and all pipeline under and found no leak.  I notice that the water on the faucet was not open properly, low stream and when it stops, a stream of water will trickle to the base of the faucet and then creating a puddle of water and drip to the countertop down to the floor. I adjust the water flow to where it will not trickle down but stop/shut off properly when it turns off. No more water on the floor.",[]
743,EQ ID 743,General Maintenance Request,Maintenance,12590,07/31/2024,"5. Prod Ongoing, Maint Required","Please close the vent directly above my desk.  It is blowing in my face as it bounces off the glass wall , its causing a headache and discomfort. Thank you",Closed and Completed,0,0.4,Mike d,0,07/31/2024 12:00 AM,Miguel Diaz - 07/31/24  8:54:03 AM: Adjusted the vent as requested .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12932,08/01/2024,2. General Maint - High Priority,Found leaking water by the bamboo area from the sprinkler system,Closed and Completed,660,3,Gardner,0,08/01/2024 12:00 AM,Miguel Diaz - 08/30/24  6:29:47 AM: Gardner advised they  found a 2 '' valve broken .Valve was replaced  fixing the issue.,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12613,08/02/2024,2. General Maint - High Priority,Right side faucet  on the first floor outside the restrooms is leaking water must be turning on its own overnight finding water on the floor  for several days .,Closed and Completed,0,0.7,Mike d,0,08/02/2024 12:00 AM,Miguel Diaz - 08/02/24 10:53:31 AM: Replaced faucet model 8878 chrome,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12745,08/13/2024,2. General Maint - High Priority,Gardner advised that there is a huge pond on the back side of the parking structure next to the food warehouse wall north side .,Closed and Completed,0,300,Gardner,0,08/16/2024 12:00 AM,Miguel Diaz - 09/09/24 11:47:36 AM: Repair was done replaced connector | Miguel Diaz - 08/14/24  9:06:30 AM: Primo and I removed the accumulation of rocks and sand to be able to visually see the valves and pipe after turning on the Main you can see the valve leaking from the coupler to the valve .Carlos has been called in for repairs this should be covered under warranty .He advised he will come fix it sometime this week he is in Bakersfield doing landscaping but he will try and get the gardeners to fix it who are local . | Miguel Diaz - 08/14/24  8:01:31 AM: Max and Primo looked at it yesterday but needed a pump to get the water out .I advised we have one in the cabinet .They will investigate today .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12851,08/22/2024,"5. Prod Ongoing, Maint Required",Drinking fountain in Tpf has the filter light at yellow,Closed and Completed,80,0.5,Mike D,0,08/22/2024 12:00 AM,Miguel Diaz - 08/22/24 12:45:24 PM: Replaced filter,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12933,08/19/2024,2. General Maint - High Priority,Found valve in ground box full of water,Closed and Completed,336,2,Gardner,0,08/23/2024 12:00 AM,Miguel Diaz - 08/30/24  6:34:54 AM: Shut off main line to the irrigation system and contacted the Gardner to come out and replace the 1 ''  valve .Gardner replaced the 1'' valve system is back on .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,12962,09/04/2024,6. General Maint,Found seat covers all over the front of the property,Closed and Completed,0,2,Mike Primo,0,09/04/2024 12:00 AM,"Miguel Diaz - 09/04/24  9:42:11 AM: Picked up all seat covers that are on the property ,side walk and street .",[]
743,EQ ID 743,General Maintenance Request,Maintenance,12964,09/04/2024,2. General Maint - High Priority,2nd floor lobby door is rubbing on top hardware with glass .,Closed and Completed,895,1,Oakstone,0,09/11/2024 12:00 AM,Miguel Diaz - 09/11/24 11:38:41 AM: Tech came out and replaced the bottom pivot and door arm .Door is working properly .These usually need to be replaced every 10 years Open attachment to view Quote if needed . | Miguel Diaz - 09/09/24 11:44:03 AM: Chase with Oakstone came by and checked the door waiting for a quote and date for the repair | Miguel Diaz - 09/04/24  1:42:31 PM: Placed a call with Oakstone glass for them to come out and replace the bottom hardware asap .Waiting for the call back for availability.,"[{""name"": ""2nd floor lobby door repair 9-11-24.pdf"", ""url"": ""https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/625?guid=7f1667a4-add3-4dc1-b737-38504636ad06""}]"
743,EQ ID 743,General Maintenance Request,Maintenance,13545,10/21/2024,6. General Maint,Received request to Add stand up keyboard tray to John S in HR .,Closed and Completed,0,1,Mike d,0,10/24/2024 12:00 AM,Miguel Diaz - 10/24/24 10:20:11 AM: Added stand up  keyboard tray as requested,[]
743,EQ ID 743,General Maintenance Request,Maintenance,13766,11/11/2024,6. General Maint,Easel is not holding paper in place .,Closed and Completed,0,0.4,Mike d,0,11/11/2024 12:00 AM,Miguel Diaz - 11/11/24  9:54:19 AM: Repaired easel,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14066,12/12/2024,6. General Maint,TPF has a lot of scrap material outside that needs to be scrapped .,Closed and Completed,2000,1.3,Mike d,0,12/12/2024 12:00 AM,Miguel Diaz - 12/12/24 10:48:16 AM: Called waste management and requested a 40 yard bin it arrived yesterday .Grabbed all scrap material  from different locations outside and Loaded all scrap  material that could fit .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14321,01/10/2025,2. General Maint - High Priority,Restroom across from ML office has a loose handle and toilet is leaking water from the flush valve .,Closed and Completed,15,0.5,Mike d,0,01/10/2025 12:00 AM,Miguel Diaz - 01/10/25  1:28:49 PM: Tightened door cover and replaced vacuum breaker and gasket on the flush valve .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14391,01/16/2025,6. General Maint,"Lupe's chair is unstable, missing bolt.",Closed Without Action,0,0,maint,0,01/16/2025 12:00 AM,Miguel Diaz - 01/16/25  1:18:34 PM: Double entry for same issue closing work order,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14518,01/29/2025,6. General Maint,Found several light bulbs out on the second floor all over .,Closed and Completed,120,2.5,Max,0,02/07/2025 12:00 AM,Miguel Diaz - 02/13/25  8:29:42 AM: replaced three drivers | Miguel Diaz - 01/29/25  7:09:40 AM: Replaced 3 bulbs found another three not working after replacing the bulb .Max will work on replacing the drivers .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,14651,02/12/2025,2. General Maint - High Priority,Employee reported a leak in the Board room,Closed and Completed,990.63,4,AAA roofing,0,02/13/2025 12:00 AM,"Miguel Diaz - 02/17/25 12:43:15 PM: Cost is in to close out work order .Open attachment to view pictures if needed . | Miguel Diaz - 02/13/25 12:08:16 PM: AAA roofing stopped by and found the  potential leak and patched it for both areas board room and shipping area .They will send in the report when they turn it in .Work order will stay open till final cost is in . | Miguel Diaz - 02/12/25 10:48:18 AM: Tried to remove the ceiling tile but you cannot  remove it .Its being blocked in with the frame that holds the LED lights in place .
Placed a call with AAA roofing they will be here tomorrow for repairs .","[{""name"": ""ROOF LEAK INVOICE WITH PICS 2-17-25.pdf"", ""url"": ""https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/727?guid=7d856055-7271-4088-b58a-ae7d8800a1ba""}]"
743,EQ ID 743,General Maintenance Request,Maintenance,14665,02/13/2025,2. General Maint - High Priority,Found several lights not turning ON .Location  third floor parking structure .,Closed and Completed,0,1.5,Mike Max Gabriel,0,02/14/2025 12:00 AM,Miguel Diaz - 02/14/25  6:42:46 AM: Troubleshoot and found tripped breaker  in the Red back up lighting system for relays 1-2 .Lights are back ON . | Miguel Diaz - 02/13/25  8:32:15 AM: Troubleshooting with Watt stopper .,[]
743,EQ ID 743,General Maintenance Request,Maintenance,15077,03/14/2025,2. General Maint - High Priority,Found Bobrick Sign on the Tujunga facing wall with one light off .,Closed and Completed,60,1.6,Mike Gabriel,0,03/17/2025 12:00 AM,"Miguel Diaz - 03/17/25  9:09:47 AM: Troubleshoot replaced driver for LED light from the roof side .Boom is not long enough to reach it .
Part replaced Thomas research products  50W Constant -Current Dimmable LED Driver .",[]
743,EQ ID 743,General Maintenance Request,Maintenance,15644,05/06/2025,2. General Maint - High Priority,"I'm not sure if this should go to maintenance or engineering, but the faucet on the far left, towards the wellness room, on the top floor, keeps turning on by itself.",Closed and Completed,0,0.2,PU,0,05/06/2025 12:00 AM,"Primo Uy - 05/06/25 10:32:29 AM: Dirty sensor, wipe with wet paper towel to remove dirt. Its working properly now. Test all faucet and all are good.",[]
